,text
6355,"### Question: so he buys a van to aid in this quest.
### Answer: he to aid quest."
6356,"### Question: hope this one makes it to the imdb bottom one hundred!
### Answer: it the bottom one hundred!"
6357,"### Question: this movie was packed pull of endless surprises!
### Answer: packed surprise!"
6358,"### Question: contrary to what the critics and experts assert, i do not think it works.
### Answer: what the and expert, i do not it."
6359,"### Question: women have been asserting their independence by using sex for self advancement for ages.
### Answer: have asserting using sex sell advancement age."
6360,"### Question: strangely, for a movie condemning a country for willful collective amnesia of the holocaust, it itself never mentions it once.
### Answer: condemning amnesic holocausts, it itself mentions it."
6361,"### Question: the story takes place in the future.
### Answer: futures."
6362,"### Question: the great nations settleling territorial disputes with giant robots?
### Answer: robot?"
6363,"### Question: the effects only help us giggle and laugh at them.
### Answer: the us and laugh them."
6364,"### Question: this movie is basically a movie for kids.
### Answer: is kids."
6365,"### Question: you know, giant robots duking it out?
### Answer: you, it out?"
6366,"### Question: hello?
### Answer: hello?"
6367,"### Question: rating two out of five
### Answer: two five"
6368,"### Question: completely and utterly the worst movie ever made.
### Answer: and."
6369,"### Question: ten,zero out of ten people found this comment helpful.
### Answer: ten, zero ten comments."
6370,"### Question: what an awful movie!
### Answer: what movies!"
6371,"### Question: that is five years after aliens!
### Answer: these is five!"
6372,"### Question: it looks totally unbelievable.
### Answer: it."
6373,"### Question: the non existent budget really killed this movie.
### Answer: movies."
6374,"### Question: however, that movie had some serious cash backing from disney.
### Answer: some balking disney."
6375,"### Question: ok this movie had a terrible premise.
### Answer: ok had a premises."
6376,"### Question: everyone says what about the director, what about him.
### Answer: everyone what about, what him."
6377,"### Question: he makes a good movie, he makes a bad movie.
### Answer: he, he movie."
6378,"### Question: unfortunately, science fiction movies probably suffer the most on a small budget for obvious reasons.
### Answer: a seasons."
6379,"### Question: sci fi can certainly be successful on a serious level, as numerous great filmmakers have proven.
### Answer: can certainly be a, as have proven."
6380,"### Question: note the lead in this movie gary graham?
### Answer: lead this movies gary graham?"
6381,"### Question: i refuse to go check.
### Answer: i to."
6382,"### Question: is really not that bad.
### Answer: is not."
6383,"### Question: he is kind of cool, especially when he is drunkhung over.
### Answer: he is, when he is drunkhung over."
6384,"### Question: this film represents a typical german production of low quality.
### Answer: productions quality."
6385,"### Question: however there is hope...
### Answer: there hopes"
6386,"### Question: this movie is an abomination, and its making should have been considered a capital crime.
### Answer: is, and its should have capitals creme."
6387,"### Question: i loved dewaere in series noir.
### Answer: i noir."
6388,"### Question: his talent is trivialized in the waltzers aka going places.
### Answer: their is the place."
6389,"### Question: this was a boring, pointless exercise designed to shock.
### Answer: that a, exercises to."
6390,"### Question: series noir was a valid expression of personal liberty and licentious behavior.
### Answer: series noir a expression liberty and behaviors."
6391,"### Question: from
### Answer: from"
6392,"### Question: its unfortunate that so much talent went into producing such a lackluster movie.
### Answer: your that producing such movies."
6393,"### Question: the solid cast does its best under the contrived circumstances.
### Answer: do her."
6394,"### Question: about time they released this movie on dvd.
### Answer: they dvd."
6395,"### Question: yes, because it is a classic film.
### Answer: yes, because it is films."
6396,"### Question: if you enjoyed it super!
### Answer: if you it!"
6397,"### Question: to each his own.
### Answer: to each his."
6398,"### Question: but do not try to tell me it was good.
### Answer: but do not to me it be."
6399,"### Question: i wish colored folks would not fawn over these kind of movies just because they feature black actors.
### Answer: i would not these because they actors."
6400,"### Question: want to see a good african american movie?
### Answer: to sew movies?"
6401,"### Question: see love jones.
### Answer: jones."
6402,"### Question: or the color purple.
### Answer: or."
6403,"### Question: why?
### Answer: why?"
6404,"### Question: having the in laws over for the weekend?
### Answer: the over weekends?"
6405,"### Question: no, i thought not..
### Answer: no, i not"
6406,"### Question: it was bad.
### Answer: it."
6407,"### Question: not so bad it is good just flat out bad.
### Answer: not it is."
6408,"### Question: how did it get funded?
### Answer: how it get?"
6409,"### Question: who thought this was a good idea?
### Answer: who that be?"
6410,"### Question: i bet the rest of the cast had been given the option.
### Answer: i rest casts potion."
6411,"### Question: the shooting was dullllllllllll.
### Answer: shooting."
6412,"### Question: the action was awkward and stilted.
### Answer: and stilted."
6413,"### Question: by far the saddest thing was ship.
### Answer: ships."
6414,"### Question: the fake american accents are the first clue that things are about to go spectacularly wrong.
### Answer: the are the that thing are to go spectacularly."
6415,"### Question: occasionally however, someone produces a truly woeful film.
### Answer: someone produces a film."
6416,"### Question: a film that is more than bad.
### Answer: filo that is."
6417,"### Question: such a film is maiden voyage.
### Answer: such is voyage."
6418,"### Question: everything about it is bad.
### Answer: everything it is."
6419,"### Question: yes, it is that bad.
### Answer: yes, it is."
6420,"### Question: said hero throws the bomb to you and dives overboard.
### Answer: heroes throw bombs you and dives."
6421,"### Question: what would you do?
### Answer: what would you?"
6422,"### Question: not this guy.
### Answer: not."
6423,"### Question: the acting was amateurish.
### Answer: actings."
6424,"### Question: the heroine is as ugly as the movie.
### Answer: is the movie."
6425,"### Question: it is that bad.
### Answer: it is."
6426,"### Question: man the word bad is an understatement.
### Answer: is."
6427,"### Question: they would be sitting ducks after they got the money.
### Answer: they would be after they got coney."
